1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Carly Anglin,cangling8244,0,3|1|3|12|0|4|14|27
Meara Sinclair,msinclaircc14860,0,0|4|16|9|1|14|7|13
Paulette Bazoge,pbazogee129803,0,14|16|12|2|0|12|1|7
Janeczka Picardo,jpicardo819635,0,3|3|5|6|15|10|21|1
Skell Kennaway,skennawaymg19269,0,6|15|7|9|2|12|0|13
Lucho Merington,lmeringtony19469,0,3|1|20|5|15|4|7|9
Winston Salmond,wsalmond1319979,0,7|2|8|12|14|5|5|11
Lorri Marwick,lmarwickep7865,0,21|7|6|0|7|11|10|2
Odo Bowfin,obowfin3016909,0,1|14|15|3|7|8|3|13
Kirstyn Hitzmann,khitzmannoa24001,0,9|10|7|7|5|15|8|3
Herc Reck,hreckib20904,0,3|1|3|29|17|3|1|7
Grace Beernt,gbeerntjn21189,0,10|1|8|9|17|12|7|0
Viv Bodechon,vbodechon1028222,0,15|23|5|9|2|1|6|3
Sada O'Shevlin,soshevlinex3150,0,10|11|5|6|0|16|5|11
Chester Sprulls,csprullsg111081,0,21|4|17|3|1|8|5|5
Lindy Siret,lsiretgb15868,0,8|17|6|2|12|10|6|3
Ware De Ambrosis,wdehy28417,0,10|16|8|5|4|4|4|13
Valera MacRedmond,vmacredmondoi5222,0,10|5|12|3|7|2|4|21
Bernette Feldhammer,bfeldhammer3023220,0,6|16|14|0|1|9|2|16
Karoly Creaney,kcreaney6e15203,0,4|7|7|23|4|8|11|0
Illa Varey,ivarey9825765,0,3|17|1|12|15|8|3|5
Teddi Flemming,tflemmingg648,0,17|0|8|2|14|5|4|14
Bonnie Vant,bvant6k19835,0,8|7|3|5|5|8|19|9
Mikey Cadwaladr,mcadwaladrfw5626,0,7|8|8|4|9|16|5|7
Lloyd Haxley,lhaxleycx3484,0,17|11|1|26|4|0|4|1
Cordie Silly,csillypc11031,0,11|4|1|17|2|5|16|8
Davon Anthes,danthes330633,0,4|16|10|3|6|3|8|14
Saunderson Paraman,sparamanqz5041,0,7|3|11|0|8|16|13|6
Ross Hebblewaite,rhebblewaitemw17017,0,5|11|15|2|6|6|5|14
Janifer Crewdson,jcrewdsoneq762,0,3|3|9|5|18|22|3|1
Vivia Kingsman,vkingsmanks3480,0,8|14|8|8|1|5|10|10
Jessey Domone,jdomone333421,0,22|7|4|4|6|10|3|8
Wilhelmine Hostan,whostan8d5983,0,2|22|2|6|8|4|16|4
Barbabas Pranger,bpranger7g3136,0,8|6|16|10|0|15|5|4
Tore Father,tfatherqj3529,0,0|14|25|1|5|1|10|8
Reggy Moehler,rmoehlerf13871,0,5|12|12|4|3|7|18|3
Lazare Joney,ljoneyq928320,0,7|13|13|11|0|14|6|0
Mathe Burdell,mburdell3j13155,0,0|14|9|18|14|4|2|3
Monte Osipenko,mosipenko4b16200,0,3|8|14|4|8|4|9|14
