1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Ferd Rimour,frimourcy6517,0,4|16|15|2|15|0|3|9
Gwennie Piccop,gpiccop7v14236,0,14|4|11|1|7|14|2|11
Terencio D'Almeida,tdalmeidany3553,0,1|14|1|6|3|16|16|7
Sarine Dan,sdan3921048,0,1|2|4|8|9|12|6|22
Marlow Sonier,msonier9t29048,0,9|1|10|22|5|6|9|2
Nicola Smardon,nsmardonkp13366,0,15|9|3|6|8|9|11|3
Susi Harvison,sharvison231326,0,0|26|8|2|9|5|6|8
Patsy Kuhn,pkuhnie11211,0,11|13|8|4|8|5|8|7
Keeley Newburn,knewburn721352,0,26|12|8|2|6|0|9|1
Desirae Petyt,dpetyt6218668,0,1|10|7|12|3|11|4|16
Cristie Miquelet,cmiquelet2v2079,0,0|4|12|12|13|5|6|12
Berton Barehead,bbarehead6o7448,0,1|9|7|16|3|15|12|1
Bernette Maylour,bmaylourgr25644,0,11|4|11|3|9|7|7|12
Caryl Giamuzzo,cgiamuzzobl9579,0,7|21|5|6|16|0|9|0
Ola Duff,oduff2t28539,0,2|9|17|21|1|1|3|10
Kristal Brannon,kbrannonmb2048,0,8|1|22|2|1|12|17|1
Toiboid Gourley,tgourleybp17637,0,1|10|4|18|6|7|6|12
Lilas Wigley,lwigley9r513,0,5|0|12|14|6|7|12|8
Wren Jack,wjackax22861,0,4|14|4|7|4|11|14|6
Fulvia Girdlestone,fgirdlestonedm10108,0,10|1|0|7|8|25|3|10
