1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Courtnay Paulmann,cpaulmannh820172,0,9|7|5|1|11|5|9|17
Berti Rijkeseis,brijkeseis8r2705,0,6|21|6|1|6|5|6|13
Natassia Gedney,ngedney4y23978,0,11|9|0|14|6|2|7|15
Frannie Gasker,fgaskercj3554,0,9|7|17|13|7|2|6|3
Chrystel Atwool,catwooldm15638,0,28|15|1|1|5|2|11|1
Christel Andriesse,candriessef38878,0,8|10|6|19|6|1|6|8
Hinze Goodison,hgoodisonht22776,0,11|0|8|12|7|6|8|12
Francoise Hartin,fhartin6831629,0,10|8|5|17|3|6|10|5
Tasia Kinton,tkintonjk28684,0,7|14|6|2|6|15|6|8
Cynthea Faulds,cfauldsov6709,0,0|7|10|13|17|12|1|4
Tani Keeling,tkeelinglg19460,0,21|10|8|7|8|7|3|0
Lauren Hornbuckle,lhornbuckle3i14909,0,8|5|5|8|6|2|16|14
Darlene Louis,dlouis13401,0,12|8|10|11|1|9|9|4
Augustus Tulloch,atulloch5c8188,0,8|14|7|7|3|10|13|2
Diena Cronk,dcronk47709,0,5|10|6|10|5|13|9|6
Fiorenze Mcettrick,fmcettrick5t17974,0,8|10|6|13|1|10|11|5
Mylo Stairmand,mstairmandu9654,0,6|9|8|9|4|7|16|5
Aprilette Dominka,adominkabz1260,0,16|8|7|10|3|6|8|6
Gilberto Downgate,gdowngate7r15441,0,0|21|10|2|11|1|3|16
Timothee Clemmitt,tclemmittb728552,0,7|7|0|15|17|4|0|14
Korrie Licciardiello,klicciardiellol11036,0,10|15|10|0|7|8|2|12
Donielle Sellers,dsellers5y12189,0,0|4|2|16|5|12|9|16
Junette Wybrow,jwybrowcs18167,0,20|2|5|7|6|24|0|0
Shantee Saffer,ssafferp620265,0,15|1|7|2|21|0|12|6
Lief Sturgis,lsturgish78299,0,16|6|12|8|0|8|8|6
Sonni Benediktovich,sbenediktovichfj22154,0,1|8|8|0|3|23|8|13
Lindon Swaddle,lswaddle8318876,0,12|7|8|8|3|7|12|7
Barbabas Halliburton,bhalliburton4k1588,0,5|14|22|6|6|2|8|1
Constanta Stouther,cstouther3514618,0,4|1|8|9|13|0|19|10
Zacherie Cudworth,zcudworthdg14121,0,5|13|2|14|9|6|5|10
Samara Orrett,sorrett9v10337,0,0|7|30|7|0|7|8|5
Wilden Maharey,wmahareyq721871,0,3|3|2|25|13|6|5|7
Casey MacScherie,cmacscherieq820332,0,4|4|6|13|4|17|8|8
Merrili MacFarlane,mmacfarlaneo07012,0,4|0|15|13|23|8|1|0
Phylys Litt,plitt9c25924,0,7|7|12|8|3|10|4|13
Debra Menure,dmenurelq24973,0,8|9|9|5|5|7|2|19
Asher Wallsam,awallsam8k8976,0,4|7|2|8|1|11|0|31
Betty Farrance,bfarrance694583,0,17|8|5|7|12|13|2|0
Rayshell Proven,rprovend630689,0,5|17|12|6|4|17|0|3
Westley Goymer,wgoymer2l11354,0,0|4|8|1|18|7|14|12
Halimeda Toffanini,htoffaninim517145,0,1|9|0|4|14|13|6|17
Gerek Woonton,gwoontonq915917,0,0|0|6|19|10|7|7|15
Nanon Sewell,nsewellh31078,0,7|6|12|7|5|2|12|13
Marga Rayne,mraynef75361,0,9|4|11|11|5|8|8|8
Tobias Tomasi,ttomasi3m2443,0,5|21|0|5|2|5|13|13
Wittie Beaty,wbeaty2z5838,0,9|3|20|2|6|0|12|12
Colan Roskeilly,croskeillylu15637,0,2|4|15|19|5|12|4|3
Leo Bentje,lbentjeiy10879,0,8|17|11|12|9|6|1|0
Harlene Duquesnay,hduquesnay2t25960,0,9|1|15|6|15|13|3|2
Zerk Aiers,zaiersmk1410,0,27|5|8|3|5|5|1|10
