1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Stevena Jeanesson,sjeanessonf42335,0,13|6|8|14|0|8|14|1
Daryl Kuzemka,dkuzemkaev2293,0,0|27|8|11|2|7|8|1
Isabelita Battelle,ibattelleig4222,0,2|4|11|8|12|4|11|12
Benedicto Mullins,bmullinsat20940,0,12|1|14|7|11|8|1|10
Dallis Rounsefull,drounsefull1l24154,0,13|10|2|14|6|14|0|5
Nike Toyer,ntoyer3i14279,0,13|12|10|8|3|8|6|4
Fredelia Kolodziej,fkolodziej3s24214,0,2|7|6|1|8|8|8|24
Glori Alison,galisonku31341,0,19|0|3|10|9|16|7|0
Fransisco Frayling,ffrayling3i15849,0,6|0|2|3|16|24|5|8
Myer O'Rodane,morodanehm8103,0,3|1|14|6|7|13|14|6
Cornall Nafziger,cnafzigerhg23943,0,3|22|1|12|8|12|2|4
Kacy Edeson,kedesonhe27110,0,8|2|8|1|6|8|25|6
Noni Bollam,nbollamw16110,0,13|7|6|9|13|9|5|2
Iolanthe Margrett,imargrettpa31143,0,10|14|4|2|8|2|18|6
Aleda Cuddehay,acuddehay1o14369,0,0|0|17|8|5|3|9|22
Reinaldo Wogdon,rwogdon9n28023,0,16|4|8|4|21|7|1|3
Felicle Pietzke,fpietzke3i8682,0,23|1|11|0|1|7|10|11
Harmon Frudd,hfruddi625453,0,18|12|3|4|11|7|4|5
Meryl Emig,memiggr17085,0,0|4|14|6|10|12|12|6
Kirsten Josling,kjoslingnc6211,0,20|6|1|11|7|5|12|2
Helenelizabeth Bernardinelli,hbernardinellipg25067,0,3|24|12|3|12|1|9|0
Lane Hamerton,lhamertondf29887,0,2|23|0|3|7|14|2|13
Goldarina Ganderton,ggandertonrn27850,0,2|6|8|6|7|1|13|21
Lucina Perring,lperringpa16328,0,21|13|6|3|3|2|6|10
Brooke Fullom,bfullomp20304,0,6|5|16|3|5|16|5|8
Marni Spillman,mspillman637636,0,1|3|21|2|12|4|11|10
Talyah Seligson,tseligson8m13086,0,1|6|3|8|27|4|2|13
Odo Bowfin,obowfin3031185,0,0|0|6|22|14|8|7|7
Sarine Quiddinton,squiddintonhv7755,0,7|3|8|13|3|1|14|15
Althea Shankster,ashankstergg29022,0,3|19|2|3|17|12|0|8
Vito Leith-Harvey,vleithharvey9t27144,0,12|7|14|8|13|0|9|1
Jason Shanks,jshanksmh1167,0,6|14|14|7|2|5|10|6
Ingeborg McCague,imccague7a9710,0,2|11|0|4|15|6|19|7
Megen Lionel,mlionelng15608,0,7|7|10|9|18|4|2|7
Clementine Trenam,ctrenamhq1395,0,8|5|3|7|8|5|12|16
Quinn Parrington,qparringtongx368,0,24|2|6|10|6|4|0|12
Drucy Campkin,dcampking211848,0,20|11|3|7|1|6|14|2
Dex Milazzo,dmilazzobh13078,0,13|17|1|6|8|7|1|11
Grayce Forryan,gforryant6055,0,26|7|6|1|1|13|5|5
Jackqueline Durtnall,jdurtnall3m30856,0,8|6|4|13|4|10|8|11
Andeee Tixier,atixierm521198,0,6|5|8|6|2|12|5|20
Garik Robertsen,grobertsenbh2790,0,6|2|10|8|17|5|10|6
Barnard Buckenhill,bbuckenhilloo6732,0,15|5|0|10|8|10|11|5
Janetta Scamwell,jscamwellrh25092,0,18|0|9|16|0|4|0|17
Cody Antoniewicz,cantoniewiczrf11514,0,2|11|2|8|10|23|8|0
Mack Jansa,mjansa8t27297,0,8|2|11|20|14|1|3|5
Kelly Dunk,kdunk2223595,0,2|7|7|16|0|15|1|16
Natal Arnison,narnisoni96114,0,1|7|8|5|21|14|7|1
Sebastian Wolford,swolford5028579,0,5|8|11|6|20|4|6|4
Petr Gavagan,pgavagan7e8060,0,12|11|6|5|8|8|11|3
Ada Dobbings,adobbingsqt27342,0,8|17|5|8|2|1|9|14
Roselia Fairham,rfairham2f3264,0,0|12|15|13|5|7|7|5
Ansell Driver,adriverad28411,0,8|12|4|22|8|7|0|3
Rakel Covil,rcovilql45,0,10|7|5|6|6|17|2|11
Gladys Kerbler,gkerblerqx20712,0,1|3|2|14|1|0|20|23
Wynn Lebel,wlebelle6693,0,0|6|18|0|13|8|12|7
Cynthea Faulds,cfauldsov29787,0,0|13|6|3|14|0|15|13
Emanuele Slograve,eslograve2m5684,0,8|7|6|8|7|4|16|8
Mattias Haylett,mhaylettis13114,0,3|8|3|10|7|2|13|18
Darcy Manueli,dmanuelicf10762,0,10|14|4|8|6|8|1|13
Iormina Marlow,imarlow9p23020,0,5|24|27|1|2|3|1|1
Maible Batterton,mbatterton1127629,0,14|8|10|8|11|8|2|3
Nevsa Jeannin,njeannin3726894,0,6|2|19|11|15|3|5|3
Fionnula Comini,fcominiov2192,0,5|1|0|31|17|7|1|2
Hardy Philler,hphillernb1666,0,9|17|1|10|3|11|6|7
Melisenda Boulton,mboultonom31102,0,14|6|4|18|0|4|17|1
Francine Siflet,fsifletif24954,0,5|8|4|17|8|0|15|7
Elinor Murby,emurbyb6953,0,12|5|4|15|6|5|7|10
Tann Lowmass,tlowmassfh2291,0,1|4|9|8|1|14|8|19
Abelard Mahody,amahodyla6390,0,10|2|9|7|4|3|28|1
Chrissie Demangeot,cdemangeotk313524,0,3|0|6|11|13|18|6|7
Bobine Craghead,bcragheadi97467,0,13|5|6|16|7|6|6|5
Melita Weaving,mweavingee25601,0,2|11|7|7|7|5|13|12
Georges Dracksford,gdracksfordk129728,0,8|7|4|10|15|0|11|9
Valencia Swinfen,vswinfenj8885,0,5|9|12|0|0|8|11|19
Marilee Furmagier,mfurmagierl55759,0,6|6|4|25|0|8|7|8
Horton Sandeson,hsandesonnl6190,0,1|10|14|11|17|11|0|0
Sena Sommerlie,ssommerlie6w28494,0,10|5|1|4|10|7|22|5
Sasha Silliman,ssillimanld22804,0,7|15|1|0|12|7|4|18
Rivkah Zielinski,rzielinski5e82,0,3|18|1|10|5|12|9|6
Jaine Grindley,jgrindleyn532437,0,3|24|15|13|4|0|3|2
William Callway,wcallwayan27276,0,5|9|4|13|3|8|7|15
Diahann Bellhouse,dbellhouseeb32651,0,2|5|8|6|8|19|8|8
Daryle Linnell,dlinnellfn29027,0,4|10|0|18|7|0|16|9
Cammie McGee,cmcgee4x21305,0,0|8|2|20|7|17|2|8
Xenos Hardes,xhardesnu10309,0,3|16|5|0|1|13|4|22
Ofelia Edmondson,oedmondson4011038,0,0|4|15|10|15|7|7|6
Hakeem Hocking,hhocking6s18234,0,2|7|5|8|16|8|16|2
Cherilyn Millsap,cmillsap761103,0,3|11|7|8|14|13|7|1
Rickie Friett,rfriettm39797,0,0|4|1|13|2|12|17|15
Bettye Goadbie,bgoadbie7z28228,0,3|4|18|10|5|7|7|10
Marcille Hadcock,mhadcocki07790,0,6|2|3|16|2|17|6|12
Louis Patrone,lpatronejw9673,0,13|11|0|0|4|11|16|9
Bee Sinden,bsindengd1627,0,24|4|5|1|7|4|11|8
Yoshiko Fairest,yfairestiv9876,0,13|17|8|10|5|7|4|0
Hewett Loade,hloadeal11332,0,6|21|8|13|4|5|2|5
Leanna Maseyk,lmaseyko43831,0,8|6|11|0|23|5|3|8
Dani Roark,droarkoe13108,0,28|0|3|2|14|12|3|2
Raimondo Mount,rmount743504,0,7|7|6|11|11|15|4|3
Chaunce McCaughren,cmccaughren5930162,0,3|9|1|0|14|22|12|3
Lowe Caslin,lcaslineg5943,0,2|16|4|8|7|13|1|13
Bryanty MacLennan,bmaclennanl03142,0,19|4|7|9|8|7|4|6
Noel Walding,nwaldingqi12299,0,7|24|6|3|6|14|1|3
Adrianna Eick,aeick9y22668,0,7|9|1|0|8|25|9|5
Tracee Coatts,tcoattsl85481,0,3|12|2|1|7|7|24|8
Gerry Saltwell,gsaltwellrh19956,0,18|5|7|5|3|1|9|16
Hammad Rand,hrandc714257,0,12|6|4|5|25|5|5|2
Edythe Climo,eclimok7697,0,7|10|6|14|2|12|11|2
Anabella Ducket,aducketdg9246,0,13|5|15|5|0|13|8|5
Inge Lagne,ilagneab15184,0,0|9|5|9|18|7|3|13
Eleni Joriot,ejoriote91662,0,6|1|4|14|12|1|8|18
Saleem Petcher,spetcherel25320,0,6|7|13|8|17|6|1|6
Giffard Christaeas,gchristaeasqr20049,0,6|17|12|4|0|12|12|1
Babbette Staning,bstaninglu6134,0,6|8|13|1|0|11|11|14
Kit McKeown,kmckeownjb17219,0,16|8|11|4|0|6|13|6
Umberto Chataignier,uchataigniernz1507,0,5|8|7|9|4|2|8|21
Donn Ruppelin,druppelin476791,0,9|6|10|7|13|5|9|5
Alaine Thyer,athyercq9514,0,2|4|3|12|23|5|7|8
Worden Inglesent,winglesentci1580,0,16|14|1|12|14|1|3|3
Rorie Haygreen,rhaygreenr016106,0,0|13|1|22|12|0|12|4
Raphael Shieber,rshieber41935,0,6|17|12|3|11|1|9|5
Sky Cosgriff,scosgrifft18164,0,18|13|2|7|4|5|9|6
Urbain Hurll,uhurllmk28263,0,4|6|3|6|23|12|8|2
Frasquito Redley,fredleyfj8359,0,23|0|4|14|8|2|4|9
Cathe Lathleiff,clathleiffm26198,0,13|4|7|3|23|7|6|1
Jonell Lunny,jlunnyfa7067,0,11|10|7|8|4|7|8|9
Estelle Klimkin,eklimkin8t14462,0,19|7|16|7|2|5|5|3
Maia Barnsdale,mbarnsdale3114420,0,17|2|2|13|8|10|8|4
Myrlene Connue,mconnueph32208,0,17|16|0|1|17|1|1|11
Frank Towll,ftowllgy7986,0,7|4|13|0|1|4|7|28
Camel Mansour,cmansournk21880,0,4|4|7|13|17|4|9|6
Gifford Cole,gcoleh012462,0,2|5|5|24|8|2|17|1
Loree Marsden,lmarsdenf54522,0,1|1|14|15|22|2|8|1
Gretchen Stive,gstivee131054,0,10|6|7|5|5|13|4|14
Doretta Quye,dquye5h28314,0,13|7|3|23|8|8|1|1
Edgard Bowshire,ebowshire9x7394,0,10|7|4|8|10|2|2|21
Kasey Willshee,kwillsheegw20289,0,15|12|0|6|9|1|5|16
Raimund Garwood,rgarwoodno15959,0,9|11|7|7|20|7|2|1
Etta Gwinn,egwinnbi13339,0,1|15|8|0|13|16|5|6
Dean Wixey,dwixeyhk24468,0,6|7|6|29|4|2|2|8
Car Habershaw,chabershawmq28188,0,13|14|8|18|1|2|8|0
Hebert Kitter,hkitterjs779,0,6|16|2|10|3|8|13|6
Tucker Ohm,tohm131931,0,8|1|8|6|2|31|8|0
North Frake,nfrake8e22531,0,7|3|7|11|13|16|0|7
Nonah Scamerden,nscamerdenph13294,0,15|4|5|12|9|16|1|2
Doti Edmand,dedmandqt30804,0,0|6|25|14|7|1|5|6
Fulton Claw,fclawq35576,0,23|3|4|4|12|6|7|5
Brandais Banes,bbanes111879,0,0|14|7|22|2|0|12|7
Stephanie Chishull,schishullm81543,0,2|13|11|16|3|10|1|8
Vin Roarty,vroartylt24615,0,1|12|4|23|2|14|3|5
Cordie Lochet,clochetau22199,0,6|7|7|14|7|8|2|13
Lurette Pierton,lpiertondt4620,0,0|1|0|7|7|8|20|21
Natala O'Nolan,nonolanqk12382,0,6|13|8|7|14|7|1|8
Raddy Arsey,rarsey5e1092,0,0|3|16|9|21|7|6|2
Gilberto Queree,gqueree7z28482,0,16|8|7|2|11|9|5|6
Olenka Fieldstone,ofieldstoneah8064,0,8|10|14|5|8|7|7|5
Kipp Piechnik,kpiechnikkz3282,0,0|7|9|4|8|11|9|16
Domenico Ourry,dourrym523758,0,6|5|14|6|11|4|14|4
Tammi Mattimoe,tmattimoe5r7668,0,5|12|7|32|1|1|2|4
Eziechiele Catlin,ecatlin3216244,0,5|18|5|4|13|11|1|7
Clarabelle O' Neligan,cocc22678,0,14|8|5|10|1|3|23|0
Dorthea Ciccarelli,dciccarelliah15754,0,9|5|1|6|10|13|7|13
Hedwig Blofeld,hblofeld2025640,0,8|23|8|2|4|6|5|8
Nadiya Mickelwright,nmickelwrightce31389,0,6|12|3|7|1|2|24|9
Kassia Mayoh,kmayohc10135,0,5|10|7|7|6|12|12|5
Samara Traske,straskefc11925,0,13|7|7|13|1|11|5|7
Jessalyn Margrem,jmargremhq25062,0,1|1|17|13|19|0|0|13
