1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Paulette Bazoge,pbazogee14426,0,1|12|6|0|8|20|10|7
Ilario Shadrack,ishadrack4729147,0,20|4|8|1|7|10|7|7
Coriss Ridhole,cridholel73888,0,6|0|9|8|18|9|12|2
Moira Baseggio,mbaseggio1524020,0,4|14|6|5|11|8|8|8
Gates Parsisson,gparsissoncs3256,0,11|5|8|1|15|3|6|15
Aurore Loidl,aloidlnh25768,0,3|10|14|5|5|20|2|5
Modestia Challinor,mchallinorkb28873,0,0|8|19|7|17|8|0|5
Keith Lethby,klethbyf07237,0,17|6|4|5|8|8|8|8
Shelby Huffa,shuffag13428,0,0|30|4|6|1|13|10|0
Sumner Faughnan,sfaughnanlm6905,0,7|12|5|13|3|17|2|5
Shaine Bussons,sbussonsmz5060,0,0|11|12|9|3|6|13|10
Cammi Willshee,cwillsheejg9960,0,6|6|6|12|7|17|10|0
Jesse Olliff,jolliffkq19977,0,4|2|10|3|3|16|15|11
Madel Ferrario,mferrarioqf30633,0,17|11|0|3|11|8|9|5
Ediva Kimberly,ekimberlybk16657,0,3|8|9|0|2|15|14|13
Guillemette Beckworth,gbeckworthg021619,0,23|2|6|4|11|7|6|5
Rivy Mallindine,rmallindine8a3451,0,3|8|17|3|15|0|16|2
Sybil Sperry,ssperryoa2435,0,17|13|4|3|0|3|9|15
Patsy Lund,plundf264,0,8|6|18|0|8|5|4|15
Lionel Rigts,lrigts122482,0,7|1|7|6|1|5|30|7
Garwin Kanzler,gkanzler4b24390,0,5|13|6|2|4|12|12|10
Lorinda Langstone,llangstoneos30764,0,18|5|7|6|7|12|4|5
Philomena Catterell,pcatterellbn17066,0,6|19|22|7|2|6|2|0
Yance Biggar,ybiggarnr16463,0,14|2|6|0|18|7|13|4
Rubetta Idiens,ridiens6l24433,0,18|1|14|21|3|0|4|3
Aila Hort,ahortli6876,0,16|0|8|8|19|4|6|3
Margo Nussey,mnussey5v27643,0,13|4|12|5|11|4|1|14
Lauri Brugemann,lbrugemanngi3152,0,5|17|15|15|0|3|1|8
Cherianne Wellbelove,cwellbeloveow22611,0,0|18|7|5|2|7|14|11
Hussein Barts,hbartspq27126,0,2|24|4|3|5|7|15|4
Kary Dews,kdewsq44817,0,6|6|13|13|8|0|4|14
Carlo Hibling,chiblingng22792,0,3|7|12|7|15|10|6|4
Gus Enrietto,genriettoog29360,0,14|10|8|5|4|10|11|2
Oralla Cowey,ocoweyou2440,0,4|13|2|0|8|13|17|7
Philly Whistan,pwhistanjd3070,0,1|9|3|8|13|13|10|7
Bentley Rowlings,browlingsdp19809,0,0|16|4|7|7|14|11|5
Darrelle Battyll,dbattyll5l31012,0,1|7|3|5|29|7|4|8
Basilius Delle,bdelley4138,0,7|8|13|4|1|1|17|13
Jo Hovey,jhoveyl015055,0,1|15|15|14|11|3|5|0
Georas Herculeson,gherculesonmz17595,0,16|7|3|9|7|3|2|17
Alanah Baudinet,abaudinet1b25485,0,18|9|19|4|3|1|10|0
Cecily Mc Giffin,cmcal844,0,14|4|7|0|6|16|7|10
Odele Baulcombe,obaulcombe3s14453,0,10|13|10|5|8|7|7|4
Alaine Thyer,athyercq28441,0,5|3|19|12|6|6|12|1
Calhoun Joseland,cjoselandep20950,0,13|3|15|1|9|5|13|5
Sargent Heddy,sheddypu15738,0,2|13|5|20|8|6|7|3
Venus Neward,vnewardn015466,0,7|17|12|3|3|13|7|2
Giovanni Farndale,gfarndalei72874,0,0|4|1|17|4|10|21|7
