1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Delia Siemens,dsiemensel3380,0,8|0|12|8|17|2|9|8
Kliment Alchin,kalchin4a5802,0,4|6|5|1|10|6|13|19
Elizabeth Sidworth,esidworth6c7644,0,10|7|4|2|16|1|16|8
Morly Hobson,mhobsonij11368,0,7|0|13|6|5|8|17|8
Olenolin Upward,oupwardoz7631,0,8|0|15|6|9|3|7|16
Falito Gravells,fgravells2c14670,0,13|0|7|14|12|4|9|5
Dodi Sor,dsorpx26543,0,5|14|4|8|8|5|9|11
Hashim Tipler,htiplerma16680,0,4|1|13|8|12|3|9|14
Ivory Giuron,igiurono76894,0,15|6|9|1|8|11|7|7
Val Hearnah,vhearnahqd19774,0,8|4|5|3|4|5|15|20
Benedicto Mullins,bmullinsat39,0,5|0|12|26|7|5|7|2
Carla Varns,cvarns2m14917,0,7|12|19|7|2|2|9|6
Valery Matzl,vmatzl6915664,0,8|2|12|2|5|4|24|7
Austine Pullan,apullanbg18938,0,0|4|6|20|5|13|8|8
Nanni Baldree,nbaldree1y22976,0,5|14|8|5|13|16|1|2
Budd Cropper,bcropperqx25362,0,4|9|9|7|10|15|8|2
Javier Lavery,jlaveryr45380,0,8|7|8|9|10|13|2|7
Caddric Harbord,charbordk412687,0,13|8|12|4|5|0|16|6
Daniel Bernaldo,dbernaldoj524958,0,8|1|6|8|11|5|21|4
Leone Birtles,lbirtles2u17764,0,8|2|5|9|4|14|8|14
Jania Fullard,jfullardog15284,0,5|13|7|4|9|4|5|17
Baird Delaprelle,bdelaprelleaq27672,0,4|5|5|17|13|5|14|1
Dania Quilligan,dquilliganp79077,0,3|9|10|17|2|0|13|10
Tomlin Kimbury,tkimburyh522225,0,7|1|0|30|10|8|5|3
Rora Vedeneev,rvedeneevk331542,0,1|8|0|7|7|7|22|12
Kelsy Insull,kinsulln49072,0,10|2|12|4|2|8|10|16
Onfroi Smitham,osmithamhs5622,0,5|7|17|7|0|6|5|17
Bordie Povall,bpovallrl14884,0,11|5|5|5|8|8|17|5
Henryetta Giorgini,hgiorginipj12290,0,5|7|8|1|12|10|15|6
Jenny Dailly,jdailly3f16682,0,17|12|10|5|0|12|0|8
Alaric Bouchard,abouchard7a12402,0,6|14|8|16|4|7|3|6
Regan Whittock,rwhittock2a24671,0,22|13|14|3|5|2|3|2
Emmery Medina,emedina6j18069,0,4|8|7|5|11|5|13|11
Aurel Boerderman,aboerderman2q17972,0,8|16|1|8|9|4|17|1
Nyssa Sandercroft,nsandercroftqg7671,0,0|1|2|6|12|14|29|0
Kit Thebeau,kthebeaucf20590,0,2|7|9|4|0|10|28|4
