1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Jobina Wollard,jwollardie28829,0,5|8|14|2|20|1|8|6
Orelle Washbrook,owashbrookco20035,0,6|8|2|13|6|13|14|2
Adolphus Warlow,awarlowro17554,0,4|6|16|23|1|7|3|4
Timmi Forgan,tforgan4c14333,0,10|5|6|7|5|15|9|7
Marleen Gyford,mgyfordpm26799,0,16|8|3|1|6|0|15|15
Ricky Bentame,rbentamefx2766,0,3|16|0|7|4|12|11|11
Hyacinthia Brookz,hbrookz8113791,0,8|6|7|18|5|1|18|1
Crystal Frank,cfranknr8972,0,8|10|0|14|14|7|2|9
Hi Whitington,hwhitingtonnn11335,0,7|5|8|13|6|8|6|11
Pierrette Pomeroy,ppomeroyil26861,0,6|3|6|13|0|8|18|10
Bev Gosney,bgosney6515307,0,12|0|17|8|3|8|6|10
Susie Tilio,stiliocv27919,0,6|13|15|11|2|1|6|10
Fidelio Tevlin,ftevlinmp10599,0,0|14|7|5|2|7|28|1
Henryetta Parsonage,hparsonageok4698,0,18|8|4|1|8|5|14|6
Valry Tulloch,vtullochbw4957,0,6|13|6|0|5|7|22|5
Gasparo Edwicker,gedwickerkj22506,0,1|2|12|14|2|11|15|7
Madalyn Chessor,mchessor3m23286,0,21|4|12|5|7|5|6|4
Louis Gumm,lgummm23027,0,18|1|3|12|7|1|3|19
Ari Savary,asavary617315,0,19|2|18|7|2|8|3|5
Paige Lethebridge,plethebridge9411810,0,6|15|7|14|7|11|2|2
Modesty Taplow,mtaplowe818708,0,13|15|8|5|0|1|15|7
Loella Mold,lmoldnb30851,0,3|12|1|8|6|5|27|2
Gardie Oakeshott,goakeshottoj13220,0,4|5|5|22|13|8|4|3
Immanuel Sills,isillsgp4013,0,1|18|5|22|3|4|10|1
Layton Lockhurst,llockhurstjs8916,0,2|0|11|2|18|2|17|12
Drud Gounin,dgouninr614851,0,11|9|4|14|11|7|5|3
Agnese Kemm,akemm4k13488,0,8|7|6|15|8|7|9|4
Casar Huster,chusternj2601,0,5|8|13|11|7|0|7|13
Alaric Simonyi,asimonyidt28851,0,15|4|2|4|6|8|22|3
