1,Random Strategies by Picorims,1|1|1|1|1|1|1|1
Starlene Molyneux,smolyneuxgo21218,0,2|1|23|2|4|7|2|23
Neille Greenalf,ngreenalf8o24399,0,1|5|11|11|11|8|11|6
Theresa Tait,ttait9y16163,0,6|8|20|4|5|8|3|10
Kissee Walczynski,kwalczynski3y1095,0,4|5|7|0|5|10|18|15
Ulick Beetham,ubeetham2e21955,0,0|6|8|24|6|5|4|11
Harriot Godbald,hgodbalddr13211,0,15|4|2|2|12|4|13|12
Kerwin Caesman,kcaesmancw5055,0,8|8|4|16|7|6|7|8
Huberto Agirre,hagirre7316107,0,6|19|21|7|3|6|0|2
Wyatt Verma,wverma9b10289,0,2|24|1|7|9|7|5|9
Gerry Pavie,gpaviecr25968,0,0|12|23|3|1|2|7|16
Meier Badrick,mbadrickp016227,0,2|15|5|8|7|7|16|4
Chandal Scrooby,cscroobyh922996,0,6|6|4|5|1|13|18|11
Paige Wilcinskis,pwilcinskis5d21296,0,5|6|4|6|15|15|6|7
Abby Rout,aroutg029708,0,8|7|9|11|2|4|16|7
Karoline Salliss,ksallisskk17658,0,0|24|5|18|3|0|11|3
Cheslie Durham,cdurhamr932665,0,1|3|18|8|5|13|14|2
Damian Moriarty,dmoriarty5n29932,0,8|7|13|5|22|0|0|9
Maggy Mannion,mmannionlf32723,0,6|0|8|6|8|16|15|5
Galen Preshous,gpreshousoh20186,0,6|4|7|4|3|28|12|0
Killian Gunter,kgunterms32612,0,0|6|16|15|8|11|5|3
Astrid Swalwel,aswalwel1j13818,0,5|6|22|6|6|0|7|12
Olin Munroe,omunroe2y10068,0,5|3|3|7|16|13|8|9
Christoffer Paulin,cpaulinlh15790,0,2|15|5|4|7|5|19|7
Gabbey Goater,ggoaterms6414,0,6|11|7|13|6|11|7|3
Bertrand Longland,blongland224396,0,6|19|8|3|4|4|12|8
Dolli Baynes,dbaynes1816735,0,0|22|14|5|0|3|6|14
Fay Saurin,fsaurinbe21090,0,1|0|7|8|30|1|6|11
Florian Marielle,fmarielleqi14930,0,4|7|4|5|3|15|13|13
Gabriel Strond,gstrondip17485,0,10|1|20|14|2|2|4|11
Zelig Kaufman,zkaufmanex28793,0,3|7|12|15|3|8|10|6
Aldis Cornejo,acornejon21346,0,0|28|12|4|7|0|8|5
Bernelle Ivanishchev,bivanishchev2927258,0,14|6|12|14|0|8|3|7
Pasquale Havenhand,phavenhand6f10822,0,8|12|13|8|7|3|6|7
Malvin Inseal,minsealpz28475,0,7|7|10|7|6|6|14|7
Ranice Gwilliams,rgwilliamsjf3392,0,2|5|4|7|8|14|7|17
Estelle Brashaw,ebrashaw8k17505,0,8|16|3|6|3|6|15|7
Skipton Ivashkin,sivashkin7a10890,0,15|9|4|4|10|17|0|5
Diena Cronk,dcronk418949,0,3|16|4|17|6|7|5|6
Olly Florey,ofloreyjt13914,0,7|6|13|6|6|8|5|13
Tana Sherrington,tsherringtondf1822,0,8|1|20|12|7|2|13|1
